provincia;poblacion;codigopostal;lat;lon
Badajoz;Bodonal de la Sierra;6394;-6,55850635;38,14723868
Badajoz;Burguillos del Cerro;6370;-6,59168483;38,38138621
Badajoz;Cabeza del Buey;6600;-5,21891444;38,7214897
Badajoz;Cabeza del Buey;6614;-5,21891444;38,7214897
Badajoz;Cabeza la Vaca;6293;-6,42110316;38,0864699
Badajoz;Calamonte;6810;-6,38613315;38,88893824
Badajoz;Calera de León;6292;-6,33785269;38,10610107
Badajoz;Calzadilla de los Barros;6249;-6,31714218;38,30038359
Badajoz;Campanario;6459;-5,61778505;38,86338276
Badajoz;Campanario;6460;-5,61778505;38,86338276
Badajoz;Campillo de Llerena;6443;-5,83144538;38,50201278
Badajoz;Capilla;6612;-5,08452393;38,81944508
Badajoz;Carmonita;6249;-6,33797825;39,15390858
Badajoz;Carmonita;6488;-6,33797825;39,15390858
Badajoz;El Carrascalejo;6894;-6,33741854;39,02256965
Badajoz;Casas de Don Pedro;6770;-5,33066018;39,10397259
Badajoz;Casas de Reina;6960;-5,97031285;38,20316929
Badajoz;Castilblanco;6680;-5,08950312;39,28494719
Badajoz;Castuera;6420;-5,54521191;38,72139142
Badajoz;La Codosera;6518;-7,17363093;39,20595558
Badajoz;Cordobilla de Lácara;6487;-6,43602265;39,14776685
Badajoz;La Coronada;6469;-5,67088279;38,92053331
Badajoz;Corte de Peleas;6196;-6,67053644;38,72510832
Badajoz;Cristina;6479;-6,09950867;38,83667712
Badajoz;Cheles;6105;-7,27991871;38,51160599
Badajoz;Don Álvaro;6820;-6,27500576;38,84855612
Badajoz;Don Benito;6400;-5,86126299;38,95410117
Badajoz;Don Benito;6410;-5,86126299;38,95410117
Badajoz;Don Benito;6412;-5,86126299;38,95410117
Badajoz;Don Benito;6711;-5,86126299;38,95410117
Badajoz;Don Benito;6717;-5,86126299;38,95410117
Badajoz;Entrín Bajo;6197;-6,71439072;38,71905481
Badajoz;Esparragalejo;6860;-6,43588312;38,94282883
Badajoz;Esparragosa de la Serena;6439;-5,60615289;38,64976324
Badajoz;Esparragosa de Lares;6620;-5,27081265;38,97455695
Badajoz;Feria;6390;-6,5641732;38,51193337
Badajoz;Fregenal de la Sierra;6340;-6,65364856;38,16988677
Badajoz;Fuenlabrada de los Montes;6660;-4,93448349;39,13206947
Badajoz;Fuente de Cantos;6240;-6,30921689;38,24660131
Badajoz;Fuente del Arco;6980;-5,89717958;38,15182185
Badajoz;Fuente del Maestre;6360;-6,44944794;38,52863453
Badajoz;Fuentes de León;6280;-6,5388528;38,06794873
Badajoz;Garbayuela;6690;-4,99800972;39,049844
Badajoz;Garlitos;6656;-5,04766506;38,88243029
Badajoz;La Garrovilla;6870;-6,47512317;38,92093607
Badajoz;Granja de Torrehermosa;6910;-5,5976388;38,30878083
Badajoz;Guareña;6410;-6,0999444;38,8593997
Badajoz;Guareña;6470;-6,0999444;38,8593997
Badajoz;La Haba;6174;-5,80084036;38,9198465
Badajoz;La Haba;6714;-5,80084036;38,9198465
Badajoz;Helechosa de los Montes;6692;-4,90927313;39,31243278
Badajoz;Herrera del Duque;6670;-5,04958664;39,16548351
Badajoz;Herrera del Duque;6679;-5,04958664;39,16548351
Badajoz;Higuera de la Serena;6441;-5,74159676;38,64521533
Badajoz;Higuera de Llerena;6445;-5,99837875;38,37506794
Badajoz;Higuera de Vargas;6132;-6,97445533;38,44375987
Badajoz;Higuera la Real;6350;-6,68914319;38,14215324
Badajoz;Hinojosa del Valle;6226;-6,18463421;38,48277472
Badajoz;Hornachos;6228;-6,06729778;38,55475085
Badajoz;Jerez de los Caballeros;6380;-6,77141685;38,32205063
Badajoz;Jerez de los Caballeros;6389;-6,77141685;38,32205063
Badajoz;La Lapa;6391;-6,51949107;38,45360928
Badajoz;Lobón;6187;-6,62348869;38,85068645
Badajoz;Lobón;6498;-6,62348869;38,85068645
Badajoz;Llera;6227;-6,05632864;38,44729135
Badajoz;Llerena;6900;-6,01526269;38,23750303
Badajoz;Magacela;6468;-5,73334486;38,89531141
Badajoz;Maguilla;6939;-5,83802274;38,36769157
Badajoz;Malcocinado;6928;-5,69307991;38,12182071
Badajoz;Malpartida de la Serena;6440;-5,63980554;38,67450582
Badajoz;Manchita;6478;-6,02126085;38,81381428
Badajoz;Medellín;6411;-5,95817591;38,96316089
Badajoz;Medina de las Torres;6320;-6,4131934;38,34130493
Badajoz;Mengabril;6413;-5,9329165;38,93601544
Badajoz;Mérida;6800;-6,34417211;38,91738788
Badajoz;Mirandilla;6891;-6,28831454;39,00193263
Badajoz;Monesterio;6260;-6,27266541;38,08759297
Badajoz;Montemolín;6291;-6,21281756;38,15403299
Badajoz;Montemolín;6907;-6,21281756;38,15403299
Badajoz;Montemolín;6908;-6,21281756;38,15403299
Badajoz;Monterrubio de la Serena;6427;-5,44452908;38,58911098
Badajoz;Montijo;6480;-6,6175854;38,90978737
Badajoz;Montijo;6489;-6,6175854;38,90978737
Badajoz;Montijo;6499;-6,6175854;38,90978737
Badajoz;La Morera;6176;-6,65380907;38,5456615
Badajoz;La Nava de Santiago;6486;-6,50415639;39,0630011
Badajoz;Navalvillar de Pela;6730;-5,46977095;39,09085587
Badajoz;Navalvillar de Pela;6731;-5,46977095;39,09085587
Badajoz;Navalvillar de Pela;6760;-5,46977095;39,09085587
Badajoz;Nogales;6173;-6,74935083;38,58668872
Badajoz;Oliva de la Frontera;6120;-6,91844655;38,27789887
Badajoz;Oliva de Mérida;6475;-6,12361415;38,79042647
Badajoz;Olivenza;6100;-7,09959828;38,68566049
Badajoz;Olivenza;6106;-7,09959828;38,68566049
Badajoz;Olivenza;6107;-7,09959828;38,68566049
Badajoz;Olivenza;6108;-7,09959828;38,68566049
Badajoz;Olivenza;6109;-7,09959828;38,68566049
Badajoz;Orellana de la Sierra;6750;-5,49739764;39,03106626
Badajoz;Orellana la Vieja;6740;-5,53341769;39,00463934
Badajoz;Palomas;6476;-6,13504231;38,69271447
Badajoz;La Parra;6176;-6,62294036;38,52077384
Badajoz;Peñalsordo;6610;-5,11383709;38,81986447
Badajoz;Peraleda del Zaucejo;6919;-5,5660814;38,47304541
Badajoz;Puebla de Alcocer;6630;-5,25725408;38,98521722
Badajoz;Puebla de la Calzada;6490;-6,62503114;38,89433422
Badajoz;Puebla de la Reina;6477;-6,10284251;38,66340615
Badajoz;Puebla del Maestre;6906;-6,07947177;38,08466572
Badajoz;Puebla del Prior;6229;-6,19871751;38,57063153
Badajoz;Puebla de Obando;6191;-6,62826828;39,17754539
Badajoz;Puebla de Sancho Pérez;6310;-6,40041794;38,39522626
Badajoz;Puebla de Sancho Pérez;6392;-6,40041794;38,39522626
Badajoz;Quintana de la Serena;6450;-5,67200399;38,74137335
Badajoz;Reina;6970;-5,94863713;38,18578669
Badajoz;Rena;6715;-5,80821505;39,05312924
Badajoz;Retamal de Llerena;6442;-5,83832811;38,57795826
Badajoz;Ribera del Fresno;6225;-6,23928193;38,55155911
Badajoz;Risco;6657;-5,12125068;38,91085894
Badajoz;La Roca de la Sierra;6190;-6,68968921;39,10956891
Badajoz;Salvaleón;6174;-6,78590473;38,50960903
Badajoz;Salvatierra de los Barros;6175;-6,68445132;38,49066078
Badajoz;San Pedro de Mérida;6893;-6,18692716;38,94987235
Badajoz;Santa Amalia;6410;-6,0122371;39,01178649
Badajoz;Santa Marta;6150;-6,6274065;38,61476819
Badajoz;Los Santos de Maimona;6230;-6,38368803;38,44923755
Badajoz;San Vicente de Alcántara;6500;-7,13657708;39,36059061
Badajoz;Segura de León;6270;-6,53106787;38,12043461
Badajoz;Siruela;6650;-5,05002707;38,97574324
Badajoz;Solana de los Barros;6196;-6,53712337;38,72591237
Badajoz;Solana de los Barros;6198;-6,53712337;38,72591237
Badajoz;Solana de los Barros;6209;-6,53712337;38,72591237
Badajoz;Talarrubias;6640;-5,23380363;39,03794326
Badajoz;Talavera la Real;6140;-6,76993127;38,87844356
Badajoz;Táliga;6133;-7,01457961;38,52763407
Badajoz;Tamurejo;6658;-4,94851276;38,99068302
Badajoz;Torre de Miguel Sesmero;6172;-6,79641452;38,61907612
Badajoz;Torremayor;6880;-6,53633859;38,90067606
Badajoz;Torremejía;6210;-6,37812152;38,78950074
Badajoz;Trasierra;6909;-5,9941539;38,19121125
Badajoz;Trujillanos;6892;-6,25988129;38,95067262
Badajoz;Usagre;6290;-6,16561136;38,35619908
Badajoz;Valdecaballeros;6689;-5,19011761;39,2438431
Badajoz;Valdetorres;6474;-6,06914717;38,91595395
Badajoz;Valencia de las Torres;6444;-6,00297541;38,40221511
Badajoz;Valencia del Mombuey;6134;-7,11881281;38,24297095
Badajoz;Valencia del Ventoso;6330;-6,47398252;38,26634201
Badajoz;Valverde de Burguillos;6378;-6,53755107;38,32810904
Badajoz;Valverde de Leganés;6130;-6,98171271;38,67237586
Badajoz;Valverde de Llerena;6927;-5,82101098;38,21406166
Badajoz;Valverde de Mérida;6890;-6,22022833;38,9113823
Badajoz;Valle de la Serena;6458;-5,79881484;38,70173619
Badajoz;Valle de Matamoros;6177;-6,80361045;38,37894799
Badajoz;Valle de Santa Ana;6178;-6,78986116;38,36772345
Badajoz;Villafranca de los Barros;6220;-6,33990452;38,56115283
Badajoz;Villagarcía de la Torre;6950;-6,07950624;38,2928097
Badajoz;Villagonzalo;6473;-6,19762595;38,86306603
Badajoz;Villalba de los Barros;6208;-6,50930221;38,61320353
Badajoz;Villanueva de la Serena;6700;-5,79980751;38,97390781
Badajoz;Villanueva de la Serena;6710;-5,79980751;38,97390781
Badajoz;Villanueva de la Serena;6712;-5,79980751;38,97390781
Badajoz;Villanueva de la Serena;6718;-5,79980751;38,97390781
Badajoz;Villanueva de la Serena;6720;-5,79980751;38,97390781
Badajoz;Villanueva del Fresno;6110;-7,16667588;38,37502925
Badajoz;Villar del Rey;6192;-6,84779951;39,13265205
Badajoz;Villar de Rena;6716;-5,81199075;39,07722738
Badajoz;Villar de Rena;6717;-5,81199075;39,07722738
Badajoz;Villarta de los Montes;6678;-4,79208457;39,21369919
Badajoz;Zafra;6300;-6,4193056;38,42617898
Badajoz;Zahínos;6129;-6,95354061;38,33073479
Badajoz;Zalamea de la Serena;6430;-5,66080875;38,65012696
Badajoz;Zarza-Capilla;6611;-5,15511609;38,80686554
Badajoz;La Zarza;6830;-6,21684207;38,8179844
Badajoz;Valdelacalzada;6185;-6,70034284;38,88958069
Badajoz;Pueblonuevo del Guadiana;6184;-6,75618834;38,92283324
Badajoz;Guadiana del Caudillo;6186;-6,69011476;38,92947238
Illes Balears;Alaró;7340;2,78929422;39,70531287
Illes Balears;Alaior;7730;4,13954133;39,93484767
Illes Balears;Alcúdia;7400;3,12052167;39,85133232
Illes Balears;Algaida;7210;2,89590963;39,55960002
Illes Balears;Algaida;7220;2,89590963;39,55960002
Illes Balears;Algaida;7629;2,89590963;39,55960002
Illes Balears;Andratx;7150;2,42166738;39,57698567
Illes Balears;Andratx;7157;2,42166738;39,57698567
Illes Balears;Andratx;7159;2,42166738;39,57698567
Illes Balears;Andratx;7160;2,42166738;39,57698567
Illes Balears;Artà;7570;3,35420478;39,6959618
Illes Balears;Artà;7579;3,35420478;39,6959618
Illes Balears;Banyalbufar;7190;2,51404544;39,68725234
Illes Balears;Banyalbufar;7191;2,51404544;39,68725234
Illes Balears;Binissalem;7350;2,84218549;39,68898957
Illes Balears;Búger;7311;2,9855715;39,7590053
Illes Balears;Bunyola;7010;2,69938561;39,69606038
Illes Balears;Bunyola;7110;2,69938561;39,69606038
Illes Balears;Bunyola;7193;2,69938561;39,69606038
Illes Balears;Bunyola;7349;2,69938561;39,69606038
Illes Balears;Calvià;7160;2,50248281;39,5658892
Illes Balears;Calvià;7180;2,50248281;39,5658892
Illes Balears;Calvià;7181;2,50248281;39,5658892
Illes Balears;Calvià;7183;2,50248281;39,5658892
Illes Balears;Calvià;7184;2,50248281;39,5658892
Illes Balears;Calvià;7196;2,50248281;39,5658892
Illes Balears;Campanet;7310;2,96607993;39,77486818
Illes Balears;Campos;7630;3,01814674;39,43054249
Illes Balears;Campos;7638;3,01814674;39,43054249
Illes Balears;Campos;7639;3,01814674;39,43054249
Illes Balears;Capdepera;7580;3,43335832;39,70272083
Illes Balears;Capdepera;7589;3,43335832;39,70272083
Illes Balears;Capdepera;7590;3,43335832;39,70272083
Illes Balears;Ciutadella de Menorca;7750;3,83794037;40,00191941
Illes Balears;Ciutadella de Menorca;7760;3,83794037;40,00191941
Illes Balears;Ciutadella de Menorca;7769;3,83794037;40,00191941
Illes Balears;Consell;7330;2,8139355;39,66870194
Illes Balears;Costitx;7144;2,95035295;39,65741566
Illes Balears;Deià;7179;2,64671196;39,74902676
Illes Balears;Escorca;7315;2,88475312;39,82311033
Illes Balears;Esporles;7190;2,57938287;39,66685542
Illes Balears;Estellencs;7192;2,48208552;39,65367759
Illes Balears;Felanitx;7200;3,14917515;39,46872493
Illes Balears;Felanitx;7208;3,14917515;39,46872493
Illes Balears;Felanitx;7209;3,14917515;39,46872493
Illes Balears;Felanitx;7669;3,14917515;39,46872493
Illes Balears;Felanitx;7670;3,14917515;39,46872493
Illes Balears;Ferreries;7750;4,00760611;39,98257652
Illes Balears;Formentera;7860;1,4281037;38,7053186
Illes Balears;Formentera;7870;1,4281037;38,7053186
Illes Balears;Formentera;7871;1,4281037;38,7053186
Illes Balears;Formentera;7872;1,4281037;38,7053186
Illes Balears;Fornalutx;7109;2,74130906;39,78221695
Illes Balears;Eivissa;7800;1,43622903;38,90666947
Illes Balears;Inca;7300;2,91196747;39,72118528
Illes Balears;Lloret de Vistalegre;7518;2,97531312;39,61804799
Illes Balears;Lloseta;7360;2,86747096;39,71897118
Illes Balears;Llubí;7430;3,00508565;39,70079115
Illes Balears;Llucmajor;7600;2,89030165;39,49075501
Illes Balears;Llucmajor;7609;2,89030165;39,49075501
Illes Balears;Llucmajor;7620;2,89030165;39,49075501
Illes Balears;Llucmajor;7639;2,89030165;39,49075501
Illes Balears;Maó-Mahón;7700;4,26546555;39,88752218
Illes Balears;Maó-Mahón;7701;4,26546555;39,88752218
Illes Balears;Maó-Mahón;7702;4,26546555;39,88752218
Illes Balears;Maó-Mahón;7703;4,26546555;39,88752218
Illes Balears;Maó-Mahón;7712;4,26546555;39,88752218
Illes Balears;Maó-Mahón;7714;4,26546555;39,88752218
Illes Balears;Manacor;7500;3,20952136;39,56889081
Illes Balears;Manacor;7509;3,20952136;39,56889081
Illes Balears;Manacor;7680;3,20952136;39,56889081
Illes Balears;Manacor;7687;3,20952136;39,56889081
Illes Balears;Manacor;7688;3,20952136;39,56889081
Illes Balears;Manacor;7689;3,20952136;39,56889081
Illes Balears;Mancor de la Vall;7312;2,87100752;39,75000601
Illes Balears;Maria de la Salut;7519;3,07329391;39,66430372
Illes Balears;Marratxí;7141;2,75307947;39,64163014
Illes Balears;Es Mercadal;7740;4,09305293;39,98840625
Illes Balears;Es Mercadal;7748;4,09305293;39,98840625
Illes Balears;Montuïri;7230;2,98125608;39,56754682
Illes Balears;Muro;7440;3,05731321;39,73685393
Illes Balears;Muro;7458;3,05731321;39,73685393
Illes Balears;Palma;7001;2,65181698;39,57114699
Illes Balears;Palma;7002;2,65181698;39,57114699
Illes Balears;Palma;7003;2,65181698;39,57114699
Illes Balears;Palma;7004;2,65181698;39,57114699
Illes Balears;Palma;7005;2,65181698;39,57114699
Illes Balears;Palma;7006;2,65181698;39,57114699
Illes Balears;Palma;7007;2,65181698;39,57114699
Illes Balears;Palma;7008;2,65181698;39,57114699
Illes Balears;Palma;7009;2,65181698;39,57114699
Illes Balears;Palma;7010;2,65181698;39,57114699
Illes Balears;Palma;7011;2,65181698;39,57114699
Illes Balears;Palma;7012;2,65181698;39,57114699
Illes Balears;Palma;7013;2,65181698;39,57114699
Illes Balears;Palma;7014;2,65181698;39,57114699
Illes Balears;Palma;7015;2,65181698;39,57114699
Illes Balears;Palma;7071;2,65181698;39,57114699
Illes Balears;Palma;7120;2,65181698;39,57114699
Illes Balears;Palma;7198;2,65181698;39,57114699
Illes Balears;Palma;7199;2,65181698;39,57114699
Illes Balears;Palma;7600;2,65181698;39,57114699
Illes Balears;Palma;7608;2,65181698;39,57114699
Illes Balears;Palma;7610;2,65181698;39,57114699
Illes Balears;Petra;7520;3,11229719;39,61130166
Illes Balears;Pollença;7460;3,01575353;39,87749578
Illes Balears;Pollença;7469;3,01575353;39,87749578
Illes Balears;Pollença;7470;3,01575353;39,87749578
Illes Balears;Porreres;7260;3,02406691;39,5149701
Illes Balears;Sa Pobla;7420;3,02339911;39,77003222
Illes Balears;Puigpunyent;7194;2,5266031;39,62087168
Illes Balears;Puigpunyent;7195;2,5266031;39,62087168
Illes Balears;Sant Antoni de Portmany;7800;1,30418187;38,98087489
Illes Balears;Sant Antoni de Portmany;7816;1,30418187;38,98087489
Illes Balears;Sant Antoni de Portmany;7820;1,30418187;38,98087489
Illes Balears;Sant Antoni de Portmany;7828;1,30418187;38,98087489
Illes Balears;Sencelles;7140;2,89777048;39,64769631
Illes Balears;Sencelles;7143;2,89777048;39,64769631
Illes Balears;Sencelles;7144;2,89777048;39,64769631
Illes Balears;Sencelles;7511;2,89777048;39,64769631
Illes Balears;Sant Josep de sa Talaia;7817;1,29287595;38,92188093
Illes Balears;Sant Josep de sa Talaia;7818;1,29287595;38,92188093
Illes Balears;Sant Josep de sa Talaia;7829;1,29287595;38,92188093
Illes Balears;Sant Josep de sa Talaia;7830;1,29287595;38,92188093
Illes Balears;Sant Josep de sa Talaia;7839;1,29287595;38,92188093
Illes Balears;Sant Joan;7240;3,03858511;39,59697822
Illes Balears;Sant Joan;7720;3,03858511;39,59697822
Illes Balears;Sant Joan de Labritja;7810;1,51409527;39,07784991
Illes Balears;Sant Joan de Labritja;7811;1,51409527;39,07784991
Illes Balears;Sant Joan de Labritja;7812;1,51409527;39,07784991
Illes Balears;Sant Joan de Labritja;7815;1,51409527;39,07784991
Illes Balears;Sant Llorenç des Cardassar;7530;3,28575127;39,61076123
Illes Balears;Sant Llorenç des Cardassar;7540;3,28575127;39,61076123
Illes Balears;Sant Llorenç des Cardassar;7560;3,28575127;39,61076123
Illes Balears;Sant Llorenç des Cardassar;7687;3,28575127;39,61076123
Illes Balears;Sant Lluís;7710;4,25863295;39,84899059
Illes Balears;Sant Lluís;7711;4,25863295;39,84899059
Illes Balears;Sant Lluís;7713;4,25863295;39,84899059
Illes Balears;Santa Eugènia;7142;2,83985105;39,62413133
Illes Balears;Santa Eulària des Riu;7800;1,52911819;38,98383613
Illes Balears;Santa Eulària des Riu;7814;1,52911819;38,98383613
Illes Balears;Santa Eulària des Riu;7819;1,52911819;38,98383613
Illes Balears;Santa Eulària des Riu;7840;1,52911819;38,98383613
Illes Balears;Santa Eulària des Riu;7849;1,52911819;38,98383613
Illes Balears;Santa Eulària des Riu;7850;1,52911819;38,98383613
Illes Balears;Santa Margalida;7450;3,10127212;39,70308972
Illes Balears;Santa Margalida;7458;3,10127212;39,70308972
Illes Balears;Santa Margalida;7459;3,10127212;39,70308972
Illes Balears;Santa María del Camí;7320;2,77975044;39,64709883
Illes Balears;Santanyí;7560;3,12944446;39,35450328
Illes Balears;Santanyí;7650;3,12944446;39,35450328
Illes Balears;Santanyí;7659;3,12944446;39,35450328
Illes Balears;Santanyí;7660;3,12944446;39,35450328
Illes Balears;Santanyí;7669;3,12944446;39,35450328
Illes Balears;Santanyí;7690;3,12944446;39,35450328
Illes Balears;Santanyí;7691;3,12944446;39,35450328
Illes Balears;Santanyí;7760;3,12944446;39,35450328
Illes Balears;Santanyí;7850;3,12944446;39,35450328
Illes Balears;Selva;7313;2,90186218;39,7553522
Illes Balears;Selva;7314;2,90186218;39,7553522
Illes Balears;Selva;7316;2,90186218;39,7553522
Illes Balears;Selva;7369;2,90186218;39,7553522
Illes Balears;ses Salines;7638;3,05568485;39,33869409
Illes Balears;ses Salines;7640;3,05568485;39,33869409
Illes Balears;Sineu;7510;3,01060535;39,64286417
Illes Balears;Sóller;7100;2,71413767;39,7644573
Illes Balears;Sóller;7101;2,71413767;39,7644573
Illes Balears;Sóller;7108;2,71413767;39,7644573
Illes Balears;Sóller;7179;2,71413767;39,7644573
Illes Balears;Son Servera;7550;3,36006337;39,62043877
Illes Balears;Son Servera;7559;3,36006337;39,62043877
Illes Balears;Son Servera;7560;3,36006337;39,62043877
Illes Balears;Son Servera;7750;3,36006337;39,62043877
Illes Balears;Valldemossa;7170;2,62218352;39,70926921
Illes Balears;Valldemossa;7190;2,62218352;39,70926921
Illes Balears;es Castell;7720;4,28966629;39,87832753
Illes Balears;Vilafranca de Bonany;7250;3,08744135;39,56790262
Illes Balears;Ariany;7259;3,11196402;39,65016306
Illes Balears;Ariany;7529;3,11196402;39,65016306
Illes Balears;Es Migjorn Gran;7749;4,051704;39,94614691
Barcelona;Abrera;8630;1,90221018;41,51794352
Barcelona;Aguilar de Segarra;8256;1,62936702;41,74831278
Barcelona;Alella;8328;2,29439029;41,49387798
Barcelona;Alpens;8587;2,10093622;42,11918767
Barcelona;L'Ametlla del Vallès;8480;2,2625552;41,67042597
Barcelona;Arenys de Mar;8350;2,54953867;41,58055665
Barcelona;Arenys de Munt;8350;2,53985948;41,60908914
Barcelona;Arenys de Munt;8358;2,53985948;41,60908914
Barcelona;Argençola;8717;1,44349093;41,59766695
Barcelona;Argentona;8310;2,40073304;41,55414605
Barcelona;Artés;8271;1,95102866;41,799633
Barcelona;Avià;8610;1,82510758;42,07523966
Barcelona;Avià;8699;1,82510758;42,07523966
Barcelona;Avinyó;8279;1,97121783;41,86339433
Barcelona;Avinyonet del Penedès;8731;1,77692952;41,36153844
Barcelona;Avinyonet del Penedès;8734;1,77692952;41,36153844
Barcelona;Avinyonet del Penedès;8793;1,77692952;41,36153844
Barcelona;Avinyonet del Penedès;8798;1,77692952;41,36153844
Barcelona;Aiguafreda;8591;2,25066785;41,76840775
Barcelona;Badalona;8911;2,24625368;41,45262481
Barcelona;Badalona;8912;2,24625368;41,45262481
Barcelona;Badalona;8913;2,24625368;41,45262481
Barcelona;Badalona;8914;2,24625368;41,45262481
Barcelona;Badalona;8915;2,24625368;41,45262481
Barcelona;Badalona;8916;2,24625368;41,45262481
Barcelona;Badalona;8917;2,24625368;41,45262481
Barcelona;Badalona;8918;2,24625368;41,45262481
Barcelona;Bagà;8695;1,86189664;42,25270053
Barcelona;Balenyà;8550;2,23355625;41,81419402
Barcelona;Balsareny;8660;1,87760063;41,86322949
Barcelona;Barcelona;8001;2,17634927;41,38424664
Barcelona;Barcelona;8002;2,17634927;41,38424664
Barcelona;Barcelona;8003;2,17634927;41,38424664
Barcelona;Barcelona;8004;2,17634927;41,38424664
Barcelona;Barcelona;8005;2,17634927;41,38424664
Barcelona;Barcelona;8006;2,17634927;41,38424664
Barcelona;Barcelona;8007;2,17634927;41,38424664
Barcelona;Barcelona;8008;2,17634927;41,38424664
Barcelona;Barcelona;8009;2,17634927;41,38424664
Barcelona;Barcelona;8010;2,17634927;41,38424664
Barcelona;Barcelona;8011;2,17634927;41,38424664
Barcelona;Barcelona;8012;2,17634927;41,38424664
Barcelona;Barcelona;8013;2,17634927;41,38424664
Barcelona;Barcelona;8014;2,17634927;41,38424664
Barcelona;Barcelona;8015;2,17634927;41,38424664
Barcelona;Barcelona;8016;2,17634927;41,38424664
Barcelona;Barcelona;8017;2,17634927;41,38424664
Barcelona;Barcelona;8018;2,17634927;41,38424664
Barcelona;Barcelona;8019;2,17634927;41,38424664
Barcelona;Barcelona;8020;2,17634927;41,38424664
Barcelona;Barcelona;8021;2,17634927;41,38424664
Barcelona;Barcelona;8022;2,17634927;41,38424664
Barcelona;Barcelona;8023;2,17634927;41,38424664
Barcelona;Barcelona;8024;2,17634927;41,38424664
Barcelona;Barcelona;8025;2,17634927;41,38424664
Barcelona;Barcelona;8026;2,17634927;41,38424664
Barcelona;Barcelona;8027;2,17634927;41,38424664
Barcelona;Barcelona;8028;2,17634927;41,38424664
Barcelona;Barcelona;8029;2,17634927;41,38424664
Barcelona;Barcelona;8030;2,17634927;41,38424664
Barcelona;Barcelona;8031;2,17634927;41,38424664
Barcelona;Barcelona;8032;2,17634927;41,38424664
Barcelona;Barcelona;8033;2,17634927;41,38424664
Barcelona;Barcelona;8034;2,17634927;41,38424664
Barcelona;Barcelona;8035;2,17634927;41,38424664
Barcelona;Barcelona;8036;2,17634927;41,38424664
Barcelona;Barcelona;8037;2,17634927;41,38424664
Barcelona;Barcelona;8038;2,17634927;41,38424664
Barcelona;Barcelona;8039;2,17634927;41,38424664
Barcelona;Barcelona;8040;2,17634927;41,38424664
Barcelona;Barcelona;8041;2,17634927;41,38424664
Barcelona;Barcelona;8042;2,17634927;41,38424664
Barcelona;Begues;8859;1,92397654;41,33070635
Barcelona;Bellprat;43421;1,43413553;41,51706258
Barcelona;Berga;8600;1,8440247;42,10328874
Barcelona;Bigues i Riells;8415;2,22171953;41,67774086
Barcelona;Bigues i Riells;8416;2,22171953;41,67774086
Barcelona;Borredà;8619;1,99399235;42,13544837
Barcelona;El Bruc;8294;1,7826575;41,57903397
Barcelona;El Brull;8559;2,30594351;41,8171574
Barcelona;Les Cabanyes;8794;1,68926987;41,37112957
Barcelona;Cabrera d'Anoia;8718;1,70296958;41,47829181
Barcelona;Cabrera de Mar;8349;2,39258336;41,52804539
Barcelona;Cabrils;8348;2,36829644;41,52584282
Barcelona;Cabrils;8384;2,36829644;41,52584282
Barcelona;Calaf;8280;1,5114597;41,73400265
Barcelona;Caldes d'Estrac;8393;2,52733996;41,56984859
Barcelona;Caldes de Montbui;8140;2,16488078;41,63121718
Barcelona;Calders;8275;1,99225057;41,78919345
Barcelona;Calella;8370;2,65807435;41,61378676
Barcelona;Calonge de Segarra;8281;1,4819908;41,76399656
Barcelona;Calldetenes;8506;2,28367149;41,9260391
Barcelona;Callús;8262;1,78419181;41,78274113
Barcelona;Campins;8470;2,46316202;41,72478625
Barcelona;Campins;8472;2,46316202;41,72478625
Barcelona;Canet de Mar;8360;2,58263796;41,58963398
Barcelona;Canovelles;8420;2,27806994;41,62465146
Barcelona;Cànoves i Samalús;8440;2,35467704;41,69378551
Barcelona;Cànoves i Samalús;8445;2,35467704;41,69378551
Barcelona;Cànoves i Samalús;8530;2,35467704;41,69378551
Barcelona;Canyelles;8811;1,72239127;41,28683284
Barcelona;Capellades;8786;1,6863149;41,53137121
Barcelona;Capolat;8619;1,75302449;42,07824313
Barcelona;Cardedeu;8440;2,35643981;41,63857345
Barcelona;Cardona;8261;1,6814463;41,9137431
Barcelona;Carme;8787;1,62095444;41,5312096
Barcelona;Casserres;8693;1,84259328;42,01371433
Barcelona;Castellar del Riu;8619;1,76009559;42,11987465
Barcelona;Castellar del Vallès;8211;2,08580516;41,61807776
Barcelona;Castellar de n'Hug;8696;2,01715654;42,2828734
Barcelona;Castellbell i el Vilar;8296;1,8557986;41,63929401
Barcelona;Castellbisbal;8755;1,98046176;41,47486094
Barcelona;Castellcir;8183;2,14845292;41,75917575
Barcelona;Castelldefels;8860;1,97680641;41,27877343
Barcelona;Castell de l'Areny;8604;1,94534683;42,17342443
Barcelona;Castellet i la Gornal;8729;1,63352368;41,26318387
Barcelona;Castellet i la Gornal;8732;1,63352368;41,26318387
Barcelona;Castellfollit del Boix;8255;1,70126254;41,66958185
Barcelona;Castellfollit de Riubregós;8281;1,43806257;41,77617894
Barcelona;Castellgalí;8297;1,8396602;41,67613293
Barcelona;Castellnou de Bages;8251;1,83745179;41,83408104
Barcelona;Castellolí;8719;1,70053944;41,59858126
Barcelona;Castellterçol;8183;2,12121675;41,75134192
Barcelona;Castellví de la Marca;8732;1,61932606;41,32614749
Barcelona;Castellví de Rosanes;8769;1,89891728;41,44913218
